iter	Passed	Remaining
1139	37329	28160
1140	37405	28160
1141	37510	28181
1142	37609	28198
1143	37709	28216
1144	37783	28214
1145	37865	28217
1146	37950	28223
1147	38021	28218
1148	38086	28208
1149	38140	28190
1150	38214	28187
1151	38299	28192
1152	38384	28197
1153	38560	28269
1154	38630	28262
1155	38685	28244
1156	38739	28226
1157	38822	28228
1158	38879	28212
1159	38927	28189
1160	38978	28168
1161	39015	28137
1162	39081	28126
1163	39111	28090
1164	39148	28059
1165	39183	28026
1166	39246	28013
1167	39338	28021
1168	39417	28020
1169	39481	28008
1170	39584	28023
1171	39641	28006
1172	39692	27984
1173	39728	27951
1174	39773	27926
1175	39830	27908
1176	39868	27877
1177	39914	27851
1178	39952	27821
1179	39988	27788
1180	40034	27762
1181	40080	27737
1182	40121	27708
1183	40183	27693
1184	40249	27681
1185	40290	27653
1186	40341	27630
1187	40392	27608
1188	40442	27585
1189	40481	27554
1190	40527	27528
1191	40574	27503
1192	40621	27478
1193	40671	27454
1194	40714	27427
1195	40754	27396
1196	40812	27379
1197	40863	27356
1198	40914	27333
1199	40978	27319
1200	41013	27285
1201	41048	27251
1202	41080	27216
1203	41113	27181
1204	41141	27142
1205	41170	27105
1206	41197	27067
1207	41223	27027
1208	41254	26991
1209	41352	26998
1210	41448	27004
1211	41492	26977
1212	41523	26940
1213	41548	26900
1214	41574	26860
1215	41599	26820
1216	41625	26781
1217	41652	26742
1218	41677	26702
1219	41703	26662
1220	41728	26622
1221	41754	26583
1222	41782	26545
1223	41809	26506
1224	41838	26469
1225	41867	26431
1226	41893	26392
1227	41920	26353
1228	41945	26314
1229	41969	26273
1230	42002	26238
1231	42030	26201
1232	42056	26161
1233	42080	26121
1234	42103	26080
1235	42130	26041
1236	42156	26002
1237	42179	25961
1238	42204	25922
1239	42229	25882
1240	42257	25844
1241	42284	25806
1242	42307	25765
1243	42331	25725
1244	42354	25684
1245	42378	25644
1246	42403	25605
1247	42430	25567
1248	42461	25531
1249	42550	25530
1250	42632	25525
1251	42682	25500
1252	42710	25462
1253	42736	25424
